icpsr,bioname,chamber,party_code,wing,nominate_dim1,nominate_dim2,state_abbrev,born,died,gen,region,total_vote,iso_num,oppo_per,first_cong,last_cong,congress_num,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
6061,"MASON, Noah Morgan",House,Republican,Right,0.63,0.228,IL,1882,1965,missionary,Midwest,245,172,0.702040816,75,87,13,X,0.8,0.714285714,0.516129032,0.470588235,0.727272727,0.875,0.909090909,0.666666667,0.615384615,0.642857143,0.761904762,0.882352941,0.727272727,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4481,"HOEPPEL, John Henry",House,Democrat,Left,-0.144,-0.491,CA,1881,1976,missionary,West,10,7,0.7,73,74,1,0.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5589,"LEHLBACH, Frederick Reimold",House,Republican,Center,0.45,-0.708,NJ,1876,1937,missionary,North,10,7,0.7,64,74,1,0.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9355,"THORKELSON, Jacob",House,Republican,Center,0.193,-0.244,MT,1876,1945,missionary,Rockies,30,21,0.7,76,76,1,X,X,0.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10301,"WOFFORD, Thomas Albert",Senate,Democrat,Right,-0.069,0.998,SC,1908,1978,greatest,South,23,16,0.695652174,84,84,1,X,X,X,X,X,X,X,X,X,X,0.695652174,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5452,"LANGER, William",Senate,Republican,Right,0.023,0.436,ND,1886,1959,lost,Midwest,255,177,0.694117647,77,86,10,X,X,X,0.621621622,0.714285714,0.941176471,0.722222222,0.695652174,0.642857143,0.882352941,0.673076923,0.724137931,0.518518519,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5158,"KEM, James Preston",Senate,Republican,Center,0.499,-0.057,MO,1890,1965,lost,Midwest,62,43,0.693548387,80,82,3,X,X,X,X,X,X,0.55,0.821428571,0.642857143,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1201,"BUCKBEE, John Theodore",House,Republican,Center,0.249,-0.132,IL,1871,1936,missionary,Midwest,13,9,0.692307692,70,74,1,0.692307692,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5972,"MAPES, Carl Edgar",House,Republican,Right,0.367,0.206,MI,1874,1939,missionary,Midwest,39,27,0.692307692,63,76,3,0.733333333,0.727272727,0.615384615,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10781,"WALKER, Prentiss Lafayette",House,Republican,Right,0.516,0.857,MS,1917,1998,greatest,South,39,27,0.692307692,89,89,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.692307692,X,X,X,X,X,X,X,X,X,X,X,X,X
1234,"BULOW, William John",Senate,Democrat,Right,0.014,0.802,SD,1869,1960,missionary,Midwest,115,79,0.686956522,72,77,4,0.5625,0.571428571,0.693548387,0.766666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10755,"MARTIN, James Douglas",House,Republican,Right,0.543,0.642,AL,1918,NA,greatest,South,35,24,0.685714286,89,89,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.685714286,X,X,X,X,X,X,X,X,X,X,X,X,X
8709,"SMITH, Wint",House,Republican,Right,0.553,0.677,KS,1892,1976,lost,Midwest,108,74,0.685185185,80,86,7,X,X,X,X,X,X,0.733333333,0.833333333,0.8,0.666666667,0.571428571,0.625,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9086,"SUMNER, Jessie",House,Republican,Right,0.544,0.385,IL,1898,1994,lost,Midwest,107,73,0.682242991,76,79,4,X,X,0.727272727,0.6,0.529411765,0.863636364,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9372,"THURSTON, Lloyd",House,Republican,Right,0.391,0.537,IA,1880,1970,missionary,Midwest,22,15,0.681818182,69,75,2,0.571428571,0.875,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
828,"BOILEAU, Gerald John",House,Independent,Left,-0.26,-0.966,WI,1900,1981,lost,Midwest,25,17,0.68,72,75,2,0.5,0.909090909,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2317,"DANAHER, John Anthony",Senate,Republican,Center,0.227,-0.21,CT,1899,1990,lost,North,128,87,0.6796875,76,78,3,X,X,0.784615385,0.609756098,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3495,"GARTNER, Fred Christian",House,Republican,Center,0.222,-0.921,PA,1896,1972,lost,North,31,21,0.677419355,76,76,1,X,X,0.677419355,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4488,"HOFFMAN, Elmer Joseph",House,Republican,Right,0.558,0.043,IL,1899,1976,lost,Midwest,80,54,0.675,86,88,3,X,X,X,X,X,X,X,X,X,X,X,X,0.65,0.684210526,0.681818182,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8146,"RUTHERFORD, Albert Greig",House,Republican,Center,0.43,-0.059,PA,1879,1941,missionary,North,55,37,0.672727273,75,77,3,X,0.9,0.636363636,0.583333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2884,"EICHER, Edward Clayton",House,Democrat,Left,-0.227,-0.122,IA,1878,1944,missionary,Midwest,21,14,0.666666667,73,75,2,0.5,0.818181818,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6344,"McLEOD, Clarence John",House,Republican,Center,0.232,-0.342,MI,1895,1959,lost,Midwest,39,26,0.666666667,66,76,2,0.444444444,X,0.733333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
318,"BACHARACH, Isaac",House,Republican,Center,0.355,-0.745,NJ,1870,1956,missionary,North,9,6,0.666666667,64,74,1,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6469,"MILLARD, Charles Dunsmore",House,Republican,Center,0.404,-0.294,NY,1873,1944,missionary,North,18,12,0.666666667,72,75,2,0.692307692,0.6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2051,"COOPER, John Gordon",House,Republican,Right,0.36,0.146,OH,1872,1955,missionary,Midwest,9,6,0.666666667,64,74,1,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
666,"BERLIN, William Markle",House,Democrat,Left,-0.606,-0.196,PA,1880,1962,missionary,North,3,2,0.666666667,73,74,1,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2575,"DICKINSON, Lester Jesse",Senate,Republican,Right,0.485,0.351,IA,1873,1968,missionary,Midwest,15,10,0.666666667,66,74,1,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
667,"BERNARD, John Toussaint",House,Independent,Left,-0.353,-0.936,MN,1893,1983,lost,Midwest,9,6,0.666666667,75,75,1,X,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10017,"WHITE, Dudley Allen",House,Republican,Center,0.339,-0.27,OH,1901,1957,greatest,Midwest,33,22,0.666666667,75,76,2,X,0.5,0.739130435,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9118,"SWEET, John Hyde",House,Republican,Right,0.41,0.145,NE,1880,1964,missionary,Midwest,15,10,0.666666667,76,76,1,X,X,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1851,"CLIPPINGER, Roy",House,Republican,Right,0.562,-0.506,IL,1886,1962,lost,Midwest,24,16,0.666666667,79,80,2,X,X,X,X,X,0.363636364,0.923076923,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8193,"SANBORN, John Carfield",House,Republican,Center,0.466,-0.291,ID,1885,1968,lost,Rockies,27,18,0.666666667,80,81,2,X,X,X,X,X,X,0.625,0.727272727,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
15244,"WALDON, Alton R., Jr.",House,Democrat,Left,-0.501,0.165,NY,1936,NA,silent,North,30,20,0.666666667,99,99,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.666666667,X,X,X
1494,"CAPPER, Arthur",Senate,Republican,Right,0.262,0.55,KS,1865,1951,missionary,Midwest,191,127,0.664921466,66,80,7,0.941176471,0.8,0.90625,0.56097561,0.409090909,0.666666667,0.052631579,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3853,"GROSS, Harold Royce",House,Republican,Right,0.955,0.298,IA,1899,1987,lost,Midwest,462,307,0.664502165,81,93,13,X,X,X,X,X,X,X,0.769230769,0.666666667,0.642857143,0.6,0.586206897,0.714285714,0.681818182,0.709677419,0.638297872,0.7,0.553191489,0.571428571,0.779069767,X,X,X,X,X,X,X,X,X
5059,"JONES, Robert Franklin",House,Republican,Right,0.692,-0.147,OH,1907,1968,greatest,Midwest,116,77,0.663793103,76,80,5,X,X,0.75,0.5,0.588235294,0.833333333,0.8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
953,"BRADLEY, Frederick Van Ness",House,Republican,Center,0.475,-0.011,MI,1898,1947,lost,Midwest,104,69,0.663461538,76,80,5,X,X,0.714285714,0.564102564,0.533333333,0.833333333,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10205,"WILLIS, Raymond Eugene",Senate,Republican,Center,0.447,-0.035,IN,1875,1956,missionary,Midwest,80,53,0.6625,77,79,3,X,X,X,0.547619048,0.727272727,0.875,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
92,"ALFORD, Thomas Dale",House,Independent,Right,0.011,1,AR,1916,2000,greatest,South,53,35,0.660377358,86,87,2,X,X,X,X,X,X,X,X,X,X,X,X,0.647058824,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
92,"ALFORD, Thomas Dale",House,Democrat,Right,0.011,1,AR,1916,2000,greatest,South,53,35,0.660377358,86,87,2,X,X,X,X,X,X,X,X,X,X,X,X,X,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8392,"SHAFER, Paul Werntz",House,Republican,Center,0.487,-0.05,MI,1893,1954,lost,Midwest,156,103,0.66025641,75,83,9,X,0.8,0.923076923,0.5,0.5,0.666666667,0.6875,0.75,0.666666667,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9930,"WELKER, Herman",Senate,Republican,Right,0.493,0.343,ID,1906,1957,greatest,Rockies,85,56,0.658823529,82,84,3,X,X,X,X,X,X,X,X,0.733333333,0.789473684,0.588235294,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14856,"SAVAGE, Gus",House,Democrat,Left,-0.671,-0.39,IL,1925,2015,greatest,Midwest,585,385,0.658119658,97,102,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.666666667,0.629032258,0.716981132,0.653333333,0.625,0.666666667
9298,"THOMAS, John",Senate,Republican,Right,0.429,0.41,ID,1874,1945,missionary,Rockies,102,67,0.656862745,70,79,4,X,X,0.815789474,0.575,0.4375,0.75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14681,"CROCKETT, George William, Jr.",House,Democrat,Left,-0.651,-0.414,MI,1909,1997,greatest,Midwest,512,335,0.654296875,96,101,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.5,0.686746988,0.591304348,0.718446602,0.643939394,0.649350649,X
14281,"WEAVER, James Howard",House,Democrat,Left,-0.311,-0.578,OR,1927,NA,greatest,West,697,455,0.652797704,94,99,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.511904762,0.635220126,0.672131148,0.666666667,0.645669291,0.77,X,X,X
7999,"ROCKEFELLER, Lewis Kirby",House,Republican,Right,0.51,-0.099,NY,1875,1948,missionary,North,66,43,0.651515152,75,77,3,X,1,0.766666667,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4941,"JOHNSON, Anton Joseph",House,Republican,Right,0.511,0.045,IL,1878,1958,missionary,Midwest,129,84,0.651162791,76,80,5,X,X,0.787878788,0.512820513,0.526315789,0.625,0.928571429,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5602,"LEMKE, William",House,Republican,Center,0.032,-0.102,ND,1878,1950,missionary,Midwest,106,69,0.650943396,73,81,7,0.666666667,0.909090909,0.703703704,X,0.375,0.473684211,0.857142857,0.714285714,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9395,"TINKHAM, George Holden",House,Republican,Right,0.502,-0.784,MA,1870,1956,missionary,North,83,54,0.65060241,64,77,4,0.666666667,0.454545455,0.806451613,0.551724138,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1338,"BUTLER, Hugh Alfred",Senate,Republican,Right,0.484,0.14,NE,1878,1954,missionary,Midwest,143,93,0.65034965,77,83,7,X,X,X,0.609756098,0.666666667,0.764705882,0.578947368,0.692307692,0.615384615,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2159,"CRAWFORD, Fred Lewis",House,Republican,Right,0.451,0.245,MI,1888,1957,lost,Midwest,163,106,0.650306748,74,82,9,0.75,1,0.625,0.558823529,0.611111111,0.6,0.625,0.833333333,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4894,"JARRETT, Benjamin",House,Republican,Center,0.433,-0.18,PA,1881,1944,missionary,North,65,42,0.646153846,75,77,3,X,0.8,0.692307692,0.551724138,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2924,"ELLIS, Hubert Summers",House,Republican,Right,0.579,-0.323,WV,1887,1959,lost,South,59,38,0.644067797,78,80,3,X,X,X,X,0.473684211,0.625,0.875,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3687,"GOODWIN, Philip Arnold",House,Republican,Right,0.502,-0.187,NY,1882,1937,missionary,North,14,9,0.642857143,73,75,2,0.615384615,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7736,"RANSLEY, Harry Clay",House,Republican,Center,0.349,-0.834,PA,1863,1941,missionary,North,14,9,0.642857143,66,74,1,0.642857143,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3706,"GORE, Thomas Pryor",Senate,Democrat,Center,-0.127,0.253,OK,1870,1949,missionary,Southwest,14,9,0.642857143,60,74,1,0.642857143,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5402,"LA FOLLETTE, Robert Marion, Jr.",Senate,Independent,Right,0.048,0.95,WI,1895,1953,lost,Midwest,168,108,0.642857143,69,79,6,0.941176471,0.625,0.71875,0.585365854,0.45,0.444444444,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7440,"PIERCE, Wallace Edgar",House,Republican,Right,0.332,0.195,NY,1881,1940,missionary,North,14,9,0.642857143,76,76,1,X,X,0.642857143,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5898,"MACY, William Kingsland",House,Republican,Center,0.496,-0.203,NY,1889,1961,lost,North,14,9,0.642857143,80,81,2,X,X,X,X,X,X,0.428571429,0.857142857,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10568,"ABELE, Homer E.",House,Republican,Right,0.55,-0.23,OH,1916,2000,greatest,Midwest,28,18,0.642857143,88,88,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.642857143,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12021,"LOWENSTEIN, Allard Kenneth",House,Democrat,Left,-0.695,-0.186,NY,1929,1980,silent,North,42,27,0.642857143,91,91,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.642857143,X,X,X,X,X,X,X,X,X,X,X
9984,"WHEELER, Burton Kendall",Senate,Democrat,Right,0.065,0.998,MT,1882,1975,missionary,Rockies,134,86,0.641791045,68,79,6,0.888888889,0.5,0.6,0.564102564,0.642857143,0.875,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
93,"ALGER, Bruce Reynolds",House,Republican,Right,0.616,0.325,TX,1918,2015,greatest,Southwest,131,84,0.641221374,84,88,5,X,X,X,X,X,X,X,X,X,X,0.428571429,0.535714286,0.65,0.725,0.724137931,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5832,"LUECKE, John Frederick",House,Democrat,Left,-0.314,-0.089,MI,1889,1952,lost,Midwest,11,7,0.636363636,75,75,1,X,0.636363636,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9281,"THILL, Lewis Dominic",House,Republican,Center,0.299,-0.566,WI,1903,1975,greatest,Midwest,66,42,0.636363636,76,77,2,X,X,0.8125,0.470588235,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12106,"HUGHES, Harold Everett",Senate,Democrat,Left,-0.592,0.255,IA,1922,1996,greatest,Midwest,327,207,0.633027523,91,93,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.488372093,0.692307692,0.675675676,X,X,X,X,X,X,X,X,X
1839,"CLEVENGER, Cliff",House,Republican,Right,0.629,-0.04,OH,1885,1960,lost,Midwest,206,130,0.631067961,76,85,10,X,X,0.75,0.5,0.5,0.75,0.875,0.75,0.5,0.571428571,0.5,0.615384615,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10348,"WOODRUFF, Roy Orchard",House,Republican,Right,0.348,0.354,MI,1876,1953,missionary,Midwest,168,106,0.630952381,63,82,9,0.583333333,0.8,0.6875,0.58974359,0.6875,0.571428571,0.533333333,0.692307692,0.6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6251,"McGILL, George",Senate,Democrat,Right,-0.072,0.756,KS,1879,1963,missionary,Midwest,27,17,0.62962963,71,75,2,0.705882353,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
11018,"GARDNER, James Carson",House,Republican,Right,0.326,0.447,NC,1933,NA,silent,South,35,22,0.628571429,90,90,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.628571429,X,X,X,X,X,X,X,X,X,X,X,X
7781,"REED, Daniel Alden",House,Republican,Right,0.547,-0.021,NY,1875,1959,missionary,North,218,137,0.628440367,66,86,13,0.6,0.9,0.696969697,0.487179487,0.5,0.791666667,0.875,0.727272727,0.636363636,0.461538462,0.428571429,0.541666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8484,"SHORT, Dewey Jackson",House,Republican,Right,0.455,0.215,MO,1898,1979,lost,Midwest,183,115,0.628415301,71,84,11,0.666666667,0.727272727,0.677419355,0.580645161,0.470588235,0.666666667,0.846153846,0.8,0.545454545,0.538461538,0.461538462,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1218,"BUFFETT, Howard Homan",House,Republican,Right,0.686,-0.159,NE,1903,1964,greatest,Midwest,67,42,0.626865672,78,82,4,X,X,X,X,0.294117647,0.739130435,0.733333333,X,0.75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8508,"SILER, Eugene",House,Republican,Right,0.25,0.203,KY,1900,1987,lost,South,123,77,0.62601626,84,88,5,X,X,X,X,X,X,X,X,X,X,0.6,0.56,0.7,0.636363636,0.633333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4403,"HILDEBRANDT, Fred Herman",House,Democrat,Left,-0.473,-0.763,SD,1874,1956,missionary,Midwest,24,15,0.625,73,75,2,0.428571429,0.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
156,"AMLIE, Thomas Ryum",House,Independent,Left,-0.322,-0.947,WI,1897,1973,lost,Midwest,24,15,0.625,72,75,2,0.384615385,0.909090909,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4152,"HARTER, John Francis",House,Republican,Center,0.188,-0.677,NY,1897,1947,lost,North,32,20,0.625,76,76,1,X,X,0.625,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4493,"HOFFMAN, Richard William",House,Republican,Center,0.324,-0.158,IL,1893,1975,lost,Midwest,48,30,0.625,81,84,4,X,X,X,X,X,X,X,0.75,0.636363636,0.571428571,0.545454545,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
11042,"RARICK, John Richard",House,Democrat,Right,0.333,0.943,LA,1924,2009,greatest,South,200,125,0.625,90,93,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.705882353,0.538461538,0.5,0.732394366,X,X,X,X,X,X,X,X,X
2803,"DWORSHAK, Henry Clarence",House,Republican,Right,0.402,0.056,ID,1894,1962,lost,Rockies,365,227,0.621917808,76,87,12,X,X,0.727272727,0.475,0.368421053,0.583333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2803,"DWORSHAK, Henry Clarence",Senate,Republican,Right,0.402,0.056,ID,1894,1962,lost,Rockies,365,227,0.621917808,76,87,12,X,X,X,X,X,X,0.578947368,0.583333333,0.705882353,0.789473684,0.557692308,0.736842105,0.583333333,0.75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8485,"SHORT, Don Levingston",House,Republican,Right,0.366,0.259,ND,1903,1982,greatest,Midwest,84,52,0.619047619,86,88,3,X,X,X,X,X,X,X,X,X,X,X,X,0.526315789,0.657142857,0.633333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6451,"MEYER, William Henry",House,Democrat,Left,-0.998,0.062,VT,1914,1983,greatest,North,21,13,0.619047619,86,86,1,X,X,X,X,X,X,X,X,X,X,X,X,0.619047619,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
15079,"HAYES, Charles Arthur",House,Democrat,Left,-0.656,-0.395,IL,1918,1997,greatest,Midwest,483,299,0.619047619,98,102,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.653333333,0.723214286,0.617834395,0.542553191,0.466666667
9578,"UTT, James Boyd",House,Republican,Right,0.484,0.246,CA,1899,1970,lost,West,242,149,0.615702479,83,91,9,X,X,X,X,X,X,X,X,X,0.5,0.533333333,0.592592593,0.619047619,0.7,0.607142857,0.6,0.742857143,0.357142857,X,X,X,X,X,X,X,X,X,X,X
6051,"MASON, Harry Howland",House,Democrat,Center,-0.175,0.176,IL,1873,1946,missionary,Midwest,13,8,0.615384615,74,74,1,0.615384615,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2746,"DUFFEY, Warren Joseph",House,Democrat,Left,-0.254,-0.111,OH,1886,1936,lost,Midwest,13,8,0.615384615,73,74,1,0.615384615,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4177,"HASTINGS, Daniel Oren",Senate,Republican,Right,0.594,-0.494,DE,1874,1966,missionary,South,13,8,0.615384615,70,74,1,0.615384615,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2945,"ELMER, William Price",House,Republican,Right,0.705,-0.709,MO,1871,1956,missionary,Midwest,13,8,0.615384615,78,78,1,X,X,X,X,0.615384615,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14866,"WASHINGTON, Harold",House,Democrat,Left,-0.488,-0.873,IL,1922,1987,greatest,Midwest,104,64,0.615384615,97,98,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.62745098,0,X,X,X,X
6367,"McNARY, Charles Linza",Senate,Republican,Right,0.276,0.277,OR,1874,1944,missionary,West,135,83,0.614814815,65,78,5,0.5,0.666666667,0.75,0.5,0.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
15050,"OWENS, Major Robert Odell",House,Democrat,Left,-0.569,-0.516,NY,1936,2013,silent,North,503,309,0.614314115,98,109,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.619834711,0.718181818,0.638888889,0.529411765,0.418604651
4936,"JOHNS, Joshua Leroy",House,Republican,Center,0.454,-0.617,WI,1881,1947,missionary,Midwest,70,43,0.614285714,76,77,2,X,X,0.787878788,0.459459459,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3885,"GUYER, Ulysses Samuel",House,Republican,Right,0.335,0.266,KS,1868,1943,missionary,Midwest,101,62,0.613861386,68,78,5,0.857142857,0.909090909,0.696969697,0.41025641,0.25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4906,"JEFFRIES, Walter Sooy",House,Republican,Center,0.164,-0.987,NJ,1893,1954,lost,North,31,19,0.612903226,76,76,1,X,X,0.612903226,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4588,"HORTON, Frank Ogilvie",House,Republican,Center,0.306,-0.04,WY,1882,1948,missionary,Rockies,31,19,0.612903226,76,76,1,X,X,0.612903226,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
731,"BISHOP, Cecil William (Runt)",House,Republican,Right,0.609,-0.793,IL,1890,1971,lost,Midwest,129,79,0.612403101,77,83,7,X,X,X,0.5,0.5,0.625,0.857142857,0.769230769,0.666666667,0.571428571,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7960,"ROBERTSON, Edward Vivian",Senate,Republican,Right,0.368,0.404,WY,1881,1963,missionary,Rockies,49,30,0.612244898,78,80,3,X,X,X,X,0.619047619,0.916666667,0.375,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
15004,"BATES, Jim",House,Democrat,Left,-0.279,-0.682,CA,1941,NA,silent,West,477,292,0.612159329,98,101,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.6171875,0.649122807,0.615384615,0.554347826,X
